[header]
width=64
height=64
tilewidth=32
tileheight=32
tileset=master.txt
title=Mines

[tilesets]
tileset=../../../tiled/masters/tiled_collision.png,32,32,0,0
tileset=../../../tiled/masters/32.png,32,32,0,0
tileset=../../../tiled/masters/64.png,32,64,0,0
tileset=../../../tiled/masters/96.png,32,96,0,0
tileset=../../../tiled/masters/128.png,32,128,0,0

[layer]
type=background
data=
527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,
527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,
527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,
527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,
527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,
527,527,527,527,527,527,527,527,527,131,131,131,131,131,131,131,131,131,131,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,
527,527,527,527,527,527,131,131,131,131,131,131,131,131,131,131,131,131,131,131,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,131,131,131,131,131,527,527,
527,527,527,527,527,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,131,131,131,131,131,131,527,527,
527,527,527,527,527,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,131,131,131,131,131,131,131,131,527,
527,527,527,527,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,131,131,131,131,131,131,131,131,131,527,527,527,527,527,527,527,527,131,131,131,131,131,131,131,131,527,
527,527,527,527,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,527,527,527,527,527,527,527,527,527,131,131,131,131,131,131,131,131,131,131,131,131,527,527,527,527,527,527,131,131,131,131,131,131,131,131,527,
527,527,527,527,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,527,527,527,527,527,527,527,527,131,131,131,131,131,131,131,131,131,131,131,131,527,527,527,527,527,527,527,131,131,131,131,131,131,131,527,
527,527,527,527,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,527,527,527,527,527,527,527,131,131,131,131,131,131,131,131,131,131,131,131,131,527,527,527,527,527,527,527,527,131,131,131,131,527,527,
527,527,527,527,527,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,527,527,527,527,527,527,131,131,131,131,131,131,131,131,131,131,131,131,131,131,527,527,527,527,527,527,527,131,131,527,527,527,527,
527,527,527,527,527,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,527,527,527,527,527,131,131,131,131,131,131,131,131,131,131,131,131,131,131,527,527,527,527,527,527,527,131,131,527,527,527,527,
527,527,527,527,527,131,131,131,131,131,131,131,131,131,131,131,131,131,131,527,527,527,527,131,131,131,131,131,131,131,131,131,131,527,527,527,527,131,131,131,131,131,131,131,131,131,131,131,131,131,131,527,527,527,527,527,527,527,131,131,527,527,527,527,
527,527,527,527,527,131,131,131,131,131,131,131,131,131,131,131,131,131,131,527,527,527,527,527,131,131,131,131,131,131,131,131,131,131,131,527,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,527,527,527,527,527,527,527,131,131,527,527,527,527,
527,527,527,527,527,527,131,131,131,131,131,131,131,131,131,131,131,527,527,527,527,527,527,527,527,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,527,527,527,527,527,527,527,131,131,527,527,527,527,
527,527,527,527,527,527,527,131,131,131,131,131,131,131,131,131,527,527,527,527,527,527,527,527,527,527,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,527,527,527,527,527,527,527,131,131,527,527,527,527,
527,527,527,527,527,527,527,131,131,131,131,131,131,131,131,131,131,527,527,527,527,527,527,527,527,527,527,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,527,527,527,527,527,527,527,131,131,527,527,527,527,
527,527,527,527,527,527,527,527,527,527,527,527,131,131,131,131,131,131,131,527,527,527,527,527,527,527,527,527,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,527,527,527,527,527,527,527,131,131,527,527,527,527,
527,527,527,527,527,527,527,527,527,527,527,527,527,131,131,131,131,131,131,527,527,527,527,527,527,527,527,527,527,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,527,527,527,527,527,527,527,131,131,527,527,527,527,
527,527,527,527,527,527,527,527,527,527,527,527,527,131,131,131,131,131,131,527,527,527,527,527,527,527,527,527,527,527,131,131,131,131,131,131,131,527,527,131,131,131,131,131,131,131,131,131,131,131,527,527,527,527,527,527,527,527,131,131,527,527,527,527,
527,527,527,527,527,527,527,527,527,527,527,527,527,131,131,131,131,131,131,131,527,527,527,527,527,527,527,527,527,527,527,527,131,131,131,131,527,527,527,527,131,131,131,131,131,131,131,131,131,131,527,527,527,527,527,527,527,527,131,131,527,527,527,527,
527,527,527,527,527,527,527,527,527,527,527,527,527,131,131,131,131,131,131,131,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,131,131,131,131,131,131,131,131,131,527,527,527,527,527,527,527,527,527,131,131,527,527,527,527,
527,527,527,527,527,527,527,527,527,527,527,527,527,131,131,131,131,131,131,131,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,131,131,131,527,527,527,527,527,527,527,527,527,527,527,131,131,527,527,527,527,
527,527,527,527,527,527,527,527,527,527,527,527,527,131,131,131,131,131,131,131,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,131,131,131,527,527,527,527,527,527,527,527,527,527,527,131,131,527,527,527,527,
